Sample No.,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Key
1569,0,0,0.269158527,0,0.607438017,0,0,0.002441773,0,0,0,0.120961683,17
1570,0,0,0.269185059,0,0,0.310865874,0,0,0,0.094991511,0.324957555,0,15
1571,0,0,0.269904963,0,0.302428722,0,0,0.114889124,0,0,0,0.312777191,17
1572,0,0,0.270007601,0,0,0.341025084,0,0.044195895,0,0.079378868,0.265392551,0,15
1573,0,0,0.272067715,0,0,0.091696896,0,0,0.242442563,0.393792825,0,0,15
1574,0,0,0.272151899,0,0.10443038,0,0,0.150316456,0,0,0.473101266,0,15
1575,0,0,0.272626375,0,0,0,0.102714156,0.249218041,0,0.031883766,0,0.343557663,24
1576,0,0,0.272693531,0,0.00583245,0,0.273276776,0,0,0,0,0.448197243,24
1577,0,0,0.272977652,0,0,0.30886056,0,0,0,0.088054769,0.330107019,0,15
1578,0,0,0.274162982,0,0.041151521,0.151159643,0,0.264958036,0,0.127515567,0,0.141052252,22
1579,0,0,0.274696356,0.018825911,0,0,0,0.385222672,0,0,0.321255061,0,20
1580,0,0,0.274965904,0,0,0.222079103,0,0.018033035,0,0.018033035,0.466888923,0,15
1581,0,0,0.27560241,0,0,0.304216867,0,0,0.036144578,0,0.384036145,0,18
1582,0,0,0.27578177,0,0,0.208915502,0,0,0,0,0.515302728,0,6
1583,0,0,0.275893261,0,0.284938942,0,0.058616011,0.125915875,0,0.130348259,0,0.124287653,17
1584,0,0,0.275906151,0,0,0.220409084,0,0.017521432,0,0.017521432,0.468641901,0,15
1585,0,0,0.2762409,0,0.027531436,0,0.291661152,0,0.021906023,0.38266049,0,0,10
1586,0,0,0.277422863,0,0.034389017,0,0.292578497,0,0.022495582,0.373114041,0,0,10
1587,0,0,0.277456647,0,0.011560694,0,0.387283237,0,0.01734104,0.300578035,0,0.005780347,19
1588,0,0,0.277588345,0,0.018443893,0,0.148016119,0.259299442,0,0.1483261,0,0.1483261,8
1589,0,0,0.277635499,0,0,0.238593007,0,0.012177913,0,0,0.471593582,0,15
1590,0,0,0.277694047,0,0.065184627,0,0,0.192162773,0,0,0,0.464958553,8
1591,0,0,0.278125,0,0,0,0,0.468474265,0,0.019117647,0,0.234283088,24
1592,0,0,0.278260409,0,0.03369001,0,0.210721475,0,0.318571883,0.059434262,0,0.099321962,19
1593,0,0,0.278564206,0,0.161274014,0,0.214105157,0.14661274,0,0.199443883,0,0,20
1594,0,0,0.278759807,0,0.188108517,0,0.21599395,0,0,0.317137726,0,0,10
1595,0,0,0.278877013,0,0,0.380654704,0,0.006502386,0,0,0.333965897,0,15
1596,0,0,0.278882199,0,0.06440986,0.158241509,0,0.087129388,0,0.411337044,0,0,15
1597,0,0,0.27972028,0,0,0,0.133741259,0.401223776,0,0.135926573,0,0.049388112,8
1598,0,0,0.279816514,0,0,0.311926606,0,0,0.032110092,0,0.376146789,0,18
1599,0,0,0.280297971,0,0,0,0,0.420703827,0,0.099614693,0,0.199383509,8
1600,0,0,0.28045742,0,0,0,0,0.386251837,0,0.032964927,0,0.300325816,22
1601,0,0,0.281028229,0,0.035483362,0,0.392051727,0,0,0,0,0.291436682,24
1602,0,0,0.281351861,0,0,0,0,0.441585178,0,0,0.277062961,0,6
1603,0,0,0.281497623,0,0.146394612,0,0,0.22503962,0,0.152337559,0,0.194730586,17
1604,0,0,0.281538462,0,0,0.313846154,0,0,0.032307692,0,0.372307692,0,18
1605,0,0,0.282020997,0,0,0,0.136220472,0,0.458661417,0,0,0.123097113,24
1606,0,0,0.282923788,0,0,0,0,0.414722843,0,0.100732506,0,0.201620863,8
1607,0,0,0.283057383,0,0.064564905,0,0.301050881,0,0.048310274,0.279730854,0,0.023285703,10
1608,0,0,0.283421053,0,0,0,0,0.41,0,0,0.306578947,0,20
1609,0,0,0.284296404,0,0,0,0,0.413271669,0,0.100758678,0,0.201673249,8
1610,0,0,0.284364388,0,0.476598258,0,0.114572568,0,0,0.124464787,0,0,24
1611,0,0,0.284849118,0,0,0,0,0.411036859,0,0.101232119,0,0.202881905,8
1612,0,0,0.285001386,0,0,0.454948711,0,0.080676462,0,0,0,0.179373441,15
1613,0,0,0.285076626,0,0.03466746,0,0.356444973,0,0.051678818,0.254376829,0,0.017755294,10
1614,0,0,0.285543251,0,0.214307094,0,0.142771625,0.143070937,0,0.142771625,0,0.071535468,8
1615,0,0,0.285628743,0,0.214371257,0,0.178443114,0.071556886,0,0.178443114,0,0.071556886,8
1616,0,0,0.285942209,0,0,0,0.154759794,0.364474384,0,0.036872895,0,0.157950718,24
1617,0,0,0.28667288,0,0,0.024603914,0,0.556756757,0,0,0.131966449,0,15
1618,0,0,0.288129995,0,0,0,0,0.402272277,0,0.014069622,0.295528106,0,15
1619,0,0,0.28822314,0,0.076352367,0.149229902,0,0.095135237,0,0.391059354,0,0,15
1620,0,0,0.289094187,0,0,0,0,0.463271744,0,0.046867959,0,0.200766111,24
1621,0,0,0.289209161,0,0.007573324,0,0.030430991,0.491531647,0,0.011382935,0,0.169871942,24
1622,0,0,0.289736883,0,0.355131559,0,0,0.147407293,0.060316972,0,0,0.147407293,17
1623,0,0,0.290972222,0.145399306,0,0.095659722,0,0.12734375,0,0,0.340625,0,4
1624,0,0,0.291215957,0,0,0.079823552,0,0,0,0.628960491,0,0,15
1625,0,0,0.292173252,0,0,0,0,0.573328267,0,0,0.13449848,0,15
1626,0,0,0.292652553,0,0,0,0,0.526994359,0,0,0.180353088,0,6
1627,0,0,0.292952381,0,0,0,0,0.572190476,0,0,0.134857143,0,15
1628,0,0,0.292969642,0,0,0,0,0.470554668,0,0.01415202,0,0.22232367,24
1629,0,0,0.293119878,0,0,0,0,0.571945874,0,0,0.134934248,0,15
1630,0,0,0.293119878,0,0,0,0,0.571945874,0,0,0.134934248,0,15
1631,0,0,0.293231649,0,0,0,0,0.57178265,0,0,0.134985701,0,15
1632,0,0,0.293696066,0,0.33757496,0,0,0.140119936,0.057335088,0,0,0.171273951,17
1633,0,0,0.294499366,0,0,0,0.211051965,0,0.205373891,0,0,0.289074778,19
1634,0,0,0.294672873,0,0.022498061,0.016356349,0.092125679,0.25323248,0,0.279156969,0,0.04195759,22
1635,0,0,0.294728788,0,0.297587887,0,0,0,0,0.407683325,0,0,22
1636,0,0,0.294736842,0,0,0.390175439,0,0.098596491,0,0,0,0.216491228,15
1637,0,0,0.295792079,0,0.267326733,0,0.373762376,0,0,0.063118812,0,0,3
1638,0,0,0.296459166,0,0.293432324,0,0.036721873,0.1050257,0,0.121987436,0,0.146373501,17
1639,0,0,0.296526392,0,0,0.2482768,0,0,0,0.455196808,0,0,15
1640,0,0,0.296550149,0,0.293294494,0,0.036726068,0.105037697,0,0.122001371,0,0.146390222,17
1641,0,0,0.297018659,0,0,0.184221201,0,0,0,0.518760141,0,0,6
1642,0,0,0.297219396,0,0.412512716,0,0.068497796,0,0.066463208,0.117667006,0,0.037639878,10
1643,0,0,0.297701496,0,0.049784202,0.14824852,0,0.30021078,0,0.106594399,0,0.097460604,22
1644,0,0,0.297961075,0,0.217910102,0,0.184661724,0.123957368,0.010889713,0.082367933,0,0.082252085,24
1645,0,0,0.298162367,0,0,0,0.103701147,0.256750927,0,0.026399793,0,0.314985765,22
1646,0,0,0.299472633,0,0.035277252,0,0.290819722,0,0.054119093,0.301981465,0,0.018329835,10
1647,0,0,0.300252425,0,0,0,0,0.413312077,0,0,0.286435499,0,6
1648,0,0,0.300449143,0,0,0,0,0.385150443,0,0.168369172,0,0.146031241,8
1649,0,0,0.300968652,0,0.392571123,0,0,0,0,0,0,0.306460224,17
1650,0,0,0.301090909,0,0.151636364,0.368,0,0,0,0.179272727,0,0,1
1651,0,0,0.301090909,0,0.151636364,0.368,0,0,0,0.179272727,0,0,1
1652,0,0,0.302606594,0,0.40117383,0,0.069048852,0,0.067667875,0.121180735,0,0.038322113,10
1653,0,0,0.30279854,0,0,0,0,0.523031462,0,0,0.174169998,0,20
1654,0,0,0.302895323,0,0.368225687,0,0.086117298,0.184855234,0,0,0,0.057906459,3
1655,0,0,0.302944942,0,0,0.349381135,0,0,0,0.347673922,0,0,15
1656,0,0,0.303603335,0,0.175997618,0,0.158427635,0.04109589,0,0.299285289,0,0.021590232,17
1657,0,0,0.303973727,0,0.027389163,0.150804598,0,0.24499179,0,0,0,0.272840722,1
1658,0,0,0.304483837,0,0,0,0,0.325964546,0,0,0,0.369551616,8
1659,0,0,0.304518664,0,0.123772102,0,0,0.143418468,0,0,0.428290766,0,15
1660,0,0,0.305448964,0,0.02532617,0,0,0.285111282,0,0.014198005,0,0.369915579,8
1661,0,0,0.305564677,0,0,0.158808645,0,0,0,0.535626678,0,0,22
1662,0,0,0.306360306,0,0.047286047,0.160617161,0,0.31002331,0,0.12987013,0,0.045843046,22
1663,0,0,0.306389332,0,0.029398136,0,0.309529939,0,0.049117026,0.28713381,0,0.018431756,10
1664,0,0,0.306860552,0,0.042878449,0,0,0.1901566,0,0,0,0.4601044,8
1665,0,0,0.307102953,0,0.018754988,0,0.494333599,0,0,0.17980846,0,0,3
1666,0,0,0.307263932,0,0,0,0,0.337059469,0,0.144831511,0,0.210845088,8
1667,0,0,0.30754352,0,0.230818827,0,0.15377176,0.077047066,0,0.15377176,0,0.077047066,8
1668,0,0,0.310951406,0,0,0.27075586,0.174904943,0,0,0.046546609,0,0.196841182,19
1669,0,0,0.311014681,0,0,0,0,0.22167248,0,0.175237246,0,0.292075594,8
1670,0,0,0.311177126,0,0,0,0.155588563,0.155402896,0,0.244522837,0,0.133308578,8
1671,0,0,0.311415525,0,0,0,0.217047184,0.256164384,0,0.107762557,0.10761035,0,20
1672,0,0,0.311629054,0,0,0,0.268960414,0,0,0.419410532,0,0,3
1673,0,0,0.312436116,0,0,0.180919932,0,0,0,0,0.506643952,0,15
1674,0,0,0.312476406,0,0,0.237070593,0,0,0,0,0.450453001,0,6
1675,0,0,0.312640511,0,0.035027921,0,0.17448691,0.263108275,0,0.112988614,0,0.10174777,17
1676,0,0,0.313865713,0,0.023440604,0,0.362336114,0,0,0.300357569,0,0,19
1677,0,0,0.313865713,0,0.023440604,0,0.362336114,0,0,0.300357569,0,0,19
1678,0,0,0.314538043,0,0,0.180366848,0,0,0,0,0.505095109,0,15
1679,0,0,0.315915662,0,0,0.333650659,0,0.008215218,0,0,0.342218461,0,15
1680,0,0,0.316240625,0,0.420174499,0,0.062146028,0,0.060462268,0.106689117,0,0.034287464,10
1681,0,0,0.317360715,0,0,0.318691766,0,0,0,0.363947519,0,0,15
1682,0,0,0.317762512,0,0,0.095583906,0,0.241118744,0,0.164278705,0.181256133,0,15
1683,0,0,0.318829914,0,0,0.231073498,0,0,0,0,0.450096587,0,6
1684,0,0,0.318855632,0,0,0.276319517,0,0,0.117552639,0.201775092,0,0.08549712,15
1685,0,0,0.319077918,0,0.323563158,0,0.212788151,0.036299155,0,0.06310629,0,0.045165328,17
1686,0,0,0.321276596,0,0,0,0.274468085,0,0,0.05212766,0,0.35212766,24
1687,0,0,0.321276596,0,0,0,0.274468085,0,0,0.05212766,0,0.35212766,24
1688,0,0,0.321456356,0,0.409989108,0,0.062548623,0,0.061459468,0.109693481,0,0.034852964,10
1689,0,0,0.321973308,0,0,0,0,0.350929457,0,0.176000953,0,0.151096282,8
1690,0,0,0.322365496,0,0,0,0,0.359715429,0,0,0,0.317919075,22
1691,0,0,0.32307291,0,0,0,0,0.385026738,0,0,0.291900352,0,20
1692,0,0,0.323774955,0,0.278281912,0,0.048578342,0.083242589,0,0.13968542,0,0.126436782,17
1693,0,0,0.32432904,0,0.102672211,0,0.201971446,0.067924748,0,0.235672124,0,0.067430432,17
1694,0,0,0.324378533,0,0.279158816,0,0.047894001,0.082538139,0,0.139123564,0,0.126906947,17
1695,0,0,0.324771052,0,0,0,0,0.324771052,0,0.015858834,0.334599062,0,15
1696,0,0,0.324923484,0,0.328811316,0,0,0,0,0.3462652,0,0,22
1697,0,0,0.325201989,0,0,0.298788067,0,0,0.050264139,0.325745805,0,0,15
1698,0,0,0.325581395,0,0,0.260042283,0,0,0,0.414376321,0,0,15
1699,0,0,0.326557996,0,0,0,0.185866216,0.070619223,0,0.328744658,0,0.088211907,3
1700,0,0,0.326900585,0,0.033333333,0,0,0.338596491,0,0.054385965,0,0.246783626,8
1701,0,0,0.327067312,0,0,0,0,0.36437862,0,0.178296782,0,0.130257287,8
1702,0,0,0.327954217,0,0.116467313,0.142452052,0,0,0,0.413126418,0,0,15
1703,0,0,0.328850325,0,0.361388286,0,0.103253796,0.103253796,0,0.103253796,0,0,20
1704,0,0,0.329545455,0,0.340909091,0,0.043939394,0.233333333,0,0,0,0.052272727,3
1705,0,0,0.330677291,0,0.290836653,0,0,0.378486056,0,0,0,0,3
1706,0,0,0.33074511,0,0,0,0,0.357174854,0,0,0,0.312080036,22
1707,0,0,0.331359329,0,0.078944971,0.424699344,0,0,0,0.164996356,0,0,6
1708,0,0,0.332266325,0,0,0,0,0.385083227,0,0,0,0.282650448,8
1709,0,0,0.332268371,0,0,0,0,0.600958466,0,0,0,0.066773163,8
1710,0,0,0.3328,0,0,0,0.1664,0,0,0.5008,0,0,3
1711,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0.333333333,17
1712,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0.333333333,8
1713,0,0,0.333333333,0,0,0,0,0.5,0,0,0,0.166666667,8
1714,0,0,0.333333333,0,0.166666667,0,0.166666667,0,0,0.333333333,0,0,3
1715,0,0,0.333836099,0,0,0,0.259426848,0,0,0.04927099,0,0.357466063,24
1716,0,0,0.333836099,0,0,0,0.259426848,0,0,0.04927099,0,0.357466063,24
1717,0,0,0.333836099,0,0,0,0.259426848,0,0,0.04927099,0,0.357466063,24
1718,0,0,0.333979424,0,0,0,0,0.358133294,0,0,0,0.307887282,22
1719,0,0,0.334691502,0,0,0.386495925,0,0,0,0.278812573,0,0,15
1720,0,0,0.335190207,0,0.199149747,0,0.199149747,0,0,0.067360551,0,0.199149747,3
1721,0,0,0.335200747,0,0.203548086,0.115779645,0,0.072829132,0,0.104575163,0.168067227,0,15
1722,0,0,0.33531746,0,0,0.208730159,0,0,0,0.375396825,0.080555556,0,15
1723,0,0,0.336460623,0,0,0.185814614,0,0,0,0.278293036,0,0.199431727,19
1724,0,0,0.336490819,0.187408919,0,0.255173419,0,0.182891285,0,0,0,0.038035558,20
1725,0,0,0.336490819,0.187408919,0,0.255173419,0,0.182891285,0,0,0,0.038035558,20
1726,0,0,0.336886536,0,0,0,0.261983116,0,0.07998283,0.182608385,0,0.138539133,19
1727,0,0,0.338195532,0,0.253450975,0,0.033015512,0.096627295,0,0,0,0.278710687,3
1728,0,0,0.338569881,0,0.028710726,0,0,0.320151679,0,0.05687974,0,0.255687974,8
1729,0,0,0.339142091,0,0.478552279,0,0,0,0,0.18230563,0,0,15
1730,0,0,0.33946376,0,0,0,0.193211758,0.073410136,0,0.341685178,0,0.052229168,3
1731,0,0,0.340625,0,0,0,0.26875,0,0,0.051041667,0,0.339583333,24
1732,0,0,0.341837409,0,0.22881692,0,0.208195638,0.046001322,0,0.117911434,0,0.057237277,17
1733,0,0,0.343044844,0,0,0,0,0.431495763,0,0,0,0.225459393,1
1734,0,0,0.343173432,0,0.093305219,0.219293622,0,0,0,0,0.344227728,0,15
1735,0,0,0.343173432,0,0.093305219,0.219293622,0,0,0,0,0.344227728,0,15
1736,0,0,0.343173432,0,0.093305219,0.219293622,0,0,0,0,0.344227728,0,15
1737,0,0,0.343651862,0,0,0.258232391,0,0,0,0.398115747,0,0,15
1738,0,0,0.345148398,0,0,0.250802595,0,0.027583044,0,0.376465963,0,0,15
1739,0,0,0.345454545,0,0,0.269670153,0,0,0,0.384875302,0,0,15
1740,0,0,0.346059566,0,0,0,0,0.394962618,0,0.04277485,0,0.216202966,24
1741,0,0,0.346286983,0,0,0,0,0.330481353,0,0.013911567,0.309320097,0,15
1742,0,0,0.346523852,0,0.353267877,0,0,0.134682138,0,0,0,0.165526133,3
1743,0,0,0.346805235,0,0.037336413,0,0.276430588,0.036374134,0,0.266037978,0,0.037015653,10
1744,0,0,0.34705995,0,0.037157633,0,0.276703058,0.036199962,0,0.266040988,0,0.036838409,10
1745,0,0,0.348055253,0,0,0,0.130316249,0.173573246,0,0.217557252,0,0.130498001,8
1746,0,0,0.348175182,0,0.173722628,0,0,0.129927007,0,0.348175182,0,0,17
1747,0,0,0.348809804,0,0,0.24078875,0,0,0,0.087909498,0.322491948,0,15
1748,0,0,0.348927,0,0,0,0.105234803,0.202208853,0,0.031516566,0,0.312112777,22
1749,0,0,0.35012157,0,0,0.444251476,0,0,0,0.205626954,0,0,15
1750,0,0,0.351598174,0,0.436986301,0.071993912,0,0,0,0.139421613,0,0,15
1751,0,0,0.353562512,0,0,0,0,0.501824467,0,0,0,0.144613021,8
1752,0,0,0.353667572,0,0,0,0,0.272659916,0.064213386,0,0.001728822,0.307730304,13
1753,0,0,0.353667572,0,0,0,0,0.272659916,0.064213386,0,0.001728822,0.307730304,13
1754,0,0,0.353667572,0,0,0,0,0.272659916,0.064213386,0,0.001728822,0.307730304,13
1755,0,0,0.356031128,0,0.273346304,0,0,0.024319066,0,0.178015564,0.141050584,0.027237354,3
1756,0,0,0.356489705,0,0,0.179988159,0,0,0.163805013,0.180580225,0,0.119136899,15
1757,0,0,0.356598985,0,0.21319797,0.118020305,0,0,0,0.128172589,0.184010152,0,15
1758,0,0,0.356919224,0,0.110206637,0,0,0.319348779,0,0,0,0.21352536,8
1759,0,0,0.357413548,0,0,0.131927996,0,0,0,0.510658456,0,0,15
1760,0,0,0.358105543,0,0.02230448,0,0.391894457,0,0,0.22769552,0,0,3
1761,0,0,0.358719647,0,0.228476821,0,0,0.050772627,0,0.130242826,0.158940397,0.072847682,15
1762,0,0,0.358876313,0,0,0.244366269,0,0.125267666,0,0.177322321,0.094167431,0,15
1763,0,0,0.359283768,0,0,0,0,0.198520825,0,0,0,0.442195407,8
1764,0,0,0.359444942,0,0.111011638,0.233661594,0,0.064010743,0,0.231871083,0,0,15
1765,0,0,0.360690789,0,0.385197368,0,0,0.040460526,0,0,0,0.213651316,17
1766,0,0,0.361042184,0,0,0,0.277915633,0,0,0.361042184,0,0,10
1767,0,0,0.361042184,0,0,0,0.277915633,0,0,0.361042184,0,0,10
1768,0,0,0.361459786,0,0,0,0.166201767,0,0,0.472338447,0,0,17
1769,0,0,0.361705402,0,0,0.236262891,0,0,0,0.086116669,0.315915038,0,15
1770,0,0,0.362866339,0,0,0.048449941,0.072505506,0,0.118301429,0.022643853,0,0.375232932,24
1771,0,0,0.363047002,0,0,0,0,0.337979471,0,0.023014587,0.275958941,0,15
1772,0,0,0.363605596,0,0,0,0.20724278,0,0,0.373815433,0,0.055336191,3
1773,0,0,0.363809524,0,0,0,0,0.454095238,0,0,0.182095238,0,20
1774,0,0,0.365336896,0,0,0.157663676,0,0.177705669,0,0.299293758,0,0,15
1775,0,0,0.367233071,0,0.136697946,0,0.139994928,0.194521938,0,0,0,0.161552118,17
1776,0,0,0.367624811,0,0,0,0,0.526979324,0,0,0,0.105395865,8
1777,0,0,0.367624811,0,0,0,0,0.526979324,0,0,0,0.105395865,8
1778,0,0,0.367697595,0.077319588,0,0.266323024,0,0.166666667,0,0,0,0.121993127,13
1779,0,0,0.368363076,0,0,0,0,0.31526768,0,0,0.316369244,0,20
1780,0,0,0.36843637,0,0.075458363,0,0.278260508,0.003824887,0,0.274019873,0,0,3
1781,0,0,0.36843637,0,0.075458363,0,0.278260508,0.003824887,0,0.274019873,0,0,3
1782,0,0,0.369707812,0,0,0,0,0.447823494,0,0,0,0.182468694,8
1783,0,0,0.371252882,0,0.248270561,0,0,0.172943889,0,0,0.207532667,0,15
1784,0,0,0.371311315,0.192495603,0,0.145397694,0,0,0,0,0.290795388,0,16
1785,0,0,0.371441086,0,0,0,0.047306176,0.313184406,0,0.134034166,0,0.134034166,8
1786,0,0,0.373483088,0,0.180480248,0,0.14420346,0,0,0.301833204,0,0,24
1787,0,0,0.374429224,0,0,0.250228311,0,0,0,0.375342466,0,0,15
1788,0,0,0.374545455,0,0,0.192727273,0,0,0.2,0,0.232727273,0,18
1789,0,0,0.375090514,0,0.028481776,0,0.240405503,0,0,0.356022206,0,0,19
1790,0,0,0.376790831,0,0,0,0,0.246418338,0.154154728,0,0,0.222636103,13
1791,0,0,0.376790831,0,0,0,0,0.246418338,0.154154728,0,0,0.222636103,13
1792,0,0,0.376790831,0,0,0,0,0.246418338,0.154154728,0,0,0.222636103,13
1793,0,0,0.377335375,0,0,0,0.058499234,0.496784074,0,0.067381317,0,0,8
1794,0,0,0.378044711,0,0.207374041,0.217050384,0,0,0,0.197530864,0,0,15
1795,0,0,0.379056541,0,0.12378722,0.299096688,0,0,0,0.198059552,0,0,1
1796,0,0,0.381889764,0.12007874,0,0.159448819,0,0.210629921,0,0,0,0.127952756,13
1797,0,0,0.383852384,0,0.031706155,0,0.350630225,0.003984927,0,0.229826309,0,0,3
1798,0,0,0.384508452,0,0,0,0,0.455960854,0,0,0,0.159530694,24
1799,0,0,0.384508452,0,0,0,0,0.455960854,0,0,0,0.159530694,24
1800,0,0,0.385604113,0,0,0.129962868,0,0,0.092402171,0.392030848,0,0,15
1801,0,0,0.385893822,0,0,0,0.219638243,0.083450787,0,0.311017148,0,0,3
1802,0,0,0.385893822,0,0,0,0.219638243,0.083450787,0,0.311017148,0,0,3
1803,0,0,0.387911406,0,0,0.198923618,0,0.096874353,0,0.316290623,0,0,15
1804,0,0,0.3888,0,0,0,0.055466667,0.333866667,0,0.055466667,0,0.1664,8
1805,0,0,0.3888,0,0,0,0.055466667,0.333866667,0,0.055466667,0,0.1664,8
1806,0,0,0.3888,0,0,0,0.055466667,0.333866667,0,0.055466667,0,0.1664,8
1807,0,0,0.388927658,0,0,0,0,0.332868109,0,0,0.278204234,0,20
1808,0,0,0.389413989,0,0,0.407114625,0,0,0,0.203471387,0,0,15
1809,0,0,0.389671362,0,0.249765258,0,0.222535211,0,0,0.027230047,0,0.110798122,17
1810,0,0,0.390748159,0,0.012663135,0.017831761,0,0.434035405,0,0.042253521,0,0.102468019,15
1811,0,0,0.391564626,0,0,0,0,0.34739229,0,0,0.261043084,0,20
1812,0,0,0.392504281,0,0,0,0.294493479,0,0.118429719,0,0,0.19457252,19
1813,0,0,0.395527157,0,0,0.322204473,0,0,0,0.282268371,0,0,15
1814,0,0,0.395683453,0,0,0,0,0.34352518,0,0,0.260791367,0,20
1815,0,0,0.395917271,0,0.03169487,0,0.232608112,0,0,0.339779748,0,0,19
1816,0,0,0.396001616,0,0,0,0,0.420436187,0,0,0.183562197,0,20
1817,0,0,0.397644119,0,0,0.313403534,0,0,0,0.288952347,0,0,15
1818,0,0,0.398437058,0,0.12650773,0,0,0.216943202,0,0.206410329,0,0.051701682,8
1819,0,0,0.399433428,0,0,0,0,0.229461756,0.136827195,0,0.004815864,0.229461756,13
1820,0,0,0.399433428,0,0,0,0,0.229461756,0.136827195,0,0.004815864,0.229461756,13
1821,0,0,0.399433428,0,0,0,0,0.229461756,0.136827195,0,0.004815864,0.229461756,13
1822,0,0,0.399540997,0,0,0.300229501,0,0,0,0.300229501,0,0,15
1823,0,0,0.402358277,0,0,0,0,0.336598639,0,0,0.261043084,0,20
1824,0,0,0.40301853,0.099820681,0,0.266138673,0,0.191273162,0,0,0,0.039748954,20
1825,0,0,0.403196513,0,0,0,0.348347258,0,0,0.24845623,0,0,3
1826,0,0,0.405985037,0,0,0,0.098919368,0.293931837,0,0.201163757,0,0,8
1827,0,0,0.406470128,0,0,0,0,0.343334203,0,0,0.250195669,0,20
1828,0,0,0.408051034,0,0.039375275,0,0.131764188,0.157941047,0,0.131764188,0,0.131104267,8
1829,0,0,0.41016295,0,0,0,0.128430532,0.153945111,0,0.192324185,0,0.115137221,8
1830,0,0,0.41044297,0,0,0,0,0.332976675,0,0,0.256580355,0,20
1831,0,0,0.411290323,0,0.22983871,0,0,0,0,0,0.358870968,0,15
1832,0,0,0.411533421,0,0,0.105504587,0,0.103320227,0,0.379641765,0,0,15
1833,0,0,0.411578113,0,0,0.196272799,0,0,0,0.392149088,0,0,15
1834,0,0,0.412127622,0,0,0,0,0.251894941,0,0.094482637,0,0.2414948,8
1835,0,0,0.412727273,0,0,0.285636364,0,0,0,0.301636364,0,0,15
1836,0,0,0.413196069,0,0,0.068008111,0,0.123693652,0.077055062,0.318047107,0,0,15
1837,0,0,0.414125537,0,0.012365084,0.109609138,0,0.261867337,0,0.122602955,0,0.079429949,15
1838,0,0,0.415982654,0,0,0.194672449,0.083475298,0,0,0.305869599,0,0,6
1839,0,0,0.41691974,0,0.08308026,0,0.41691974,0,0,0.08308026,0,0,3
1840,0,0,0.41691974,0,0.08308026,0,0.41691974,0,0,0.08308026,0,0,3
1841,0,0,0.41691974,0,0.08308026,0,0.41691974,0,0,0.08308026,0,0,3
1842,0,0,0.417156863,0,0.082843137,0,0.417156863,0,0,0.082843137,0,0,3
1843,0,0,0.417156863,0,0.082843137,0,0.417156863,0,0,0.082843137,0,0,3
1844,0,0,0.417156863,0,0.082843137,0,0.417156863,0,0,0.082843137,0,0,3
1845,0,0,0.417165669,0,0.26247505,0,0.082834331,0.23752495,0,0,0,0,3
1846,0,0,0.417247792,0,0,0,0.166201767,0,0,0.416550442,0,0,17
1847,0,0,0.418497482,0,0,0,0.431679348,0,0,0.14982317,0,0,3
1848,0,0,0.41906124,0,0,0,0.238850605,0,0,0.342088155,0,0,3
1849,0,0,0.41906124,0,0,0,0.238850605,0,0,0.342088155,0,0,3
1850,0,0,0.419936065,0,0,0,0,0,0,0.580063935,0,0,15
1851,0,0,0.420284378,0,0.030043932,0,0.248193113,0,0.091076574,0.09509188,0,0.115310123,19
1852,0,0,0.422352681,0,0.123726185,0,0,0.201484271,0,0.201871954,0,0.050564909,8
1853,0,0,0.422404028,0,0.12410321,0,0,0,0,0.429200755,0,0.024292008,17
1854,0,0,0.422897196,0,0.205607477,0,0.077102804,0.114485981,0,0.077102804,0,0.102803738,3
1855,0,0,0.422994423,0,0,0,0.128485628,0.154011154,0,0.17953668,0,0.114972115,8
1856,0,0,0.424410807,0,0,0.284154053,0,0,0,0.291435141,0,0,15
1857,0,0,0.425066313,0,0.103448276,0,0.385278515,0.051724138,0,0.034482759,0,0,3
1858,0,0,0.425066313,0,0.103448276,0,0.385278515,0.051724138,0,0.034482759,0,0,3
1859,0,0,0.426210792,0,0,0.287645716,0,0,0,0.286143492,0,0,15
1860,0,0,0.426547864,0,0.028101439,0.110463788,0.0003427,0.250742518,0,0.117432031,0,0.06636966,15
1861,0,0,0.428229665,0,0,0,0,0.285486443,0,0,0,0.286283892,8
1862,0,0,0.428229665,0,0,0,0,0.285486443,0,0,0,0.286283892,8
1863,0,0,0.429234339,0,0.052993039,0,0.208352668,0.035545244,0,0.075266821,0,0.198607889,3
1864,0,0,0.429234339,0,0.052993039,0,0.208352668,0.035545244,0,0.075266821,0,0.198607889,3
1865,0,0,0.429234339,0,0.052993039,0,0.208352668,0.035545244,0,0.075266821,0,0.198607889,3
1866,0,0,0.429322814,0,0.024326101,0,0,0.33530572,0,0,0,0.211045365,8
1867,0,0,0.42989945,0,0.095048378,0.250426864,0,0,0,0.224625308,0,0,15
1868,0,0,0.430021824,0,0,0.345288927,0,0,0,0.224689249,0,0,1
1869,0,0,0.431042,0,0,0,0,0.371748292,0,0,0,0.197209708,8
1870,0,0,0.431805212,0,0.045463192,0.090926384,0.249952444,0.090926384,0,0.045463192,0,0.045463192,8
1871,0,0,0.431805212,0,0.045463192,0.090926384,0.249952444,0.090926384,0,0.045463192,0,0.045463192,8
