Sample No.,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,Key
1633,0,0.011111111,0.233333333,0,0.022222222,0,0.377777778,0,0,0.144444444,0,0.211111111,19
1634,0,0.012048193,0.325301205,0,0.036144578,0,0.337349398,0,0.048192771,0.21686747,0,0.024096386,10
1635,0,0.0125,0.2625,0,0.025,0,0.35,0,0.1375,0,0,0.2125,19
1636,0,0.012820513,0.269230769,0,0.025641026,0,0.333333333,0,0.141025641,0,0,0.217948718,19
1637,0,0.013333333,0.24,0,0.026666667,0,0.386666667,0,0,0.133333333,0,0.2,19
1638,0,0.013333333,0.28,0,0,0.013333333,0.32,0,0,0.173333333,0,0.2,19
1639,0,0.013513514,0.189189189,0,0.040540541,0.148648649,0,0.013513514,0.337837838,0.081081081,0.013513514,0.162162162,15
1640,0,0.013513514,0.243243243,0,0.027027027,0,0.378378378,0,0,0.135135135,0,0.202702703,19
1641,0,0.014285714,0.185714286,0,0.028571429,0.157142857,0,0.014285714,0.342857143,0.085714286,0.014285714,0.157142857,15
1642,0,0.014492754,0.362318841,0,0.014492754,0,0.347826087,0,0.014492754,0.231884058,0,0.014492754,10
1643,0,0.014705882,0.352941176,0,0.014705882,0,0.352941176,0,0.014705882,0.235294118,0,0.014705882,10
1644,0,0.014925373,0.149253731,0,0.358208955,0,0.059701493,0,0.014925373,0.402985075,0,0,10
1645,0,0.015873016,0.365079365,0,0.015873016,0,0.349206349,0,0.015873016,0.222222222,0,0.015873016,10
1646,0,0.016129032,0.080645161,0,0.225806452,0,0.225806452,0,0.129032258,0.096774194,0,0.225806452,19
1647,0,0.018018018,0.207207207,0,0.054054054,0,0.324324324,0.018018018,0.027027027,0.351351351,0,0,14
1648,0,0.019230769,0,0.192307692,0,0.173076923,0,0.076923077,0.346153846,0,0.019230769,0.173076923,4
1649,0,0.019230769,0,0.25,0,0,0.230769231,0,0.057692308,0.019230769,0.076923077,0.346153846,24
1650,0,0.019230769,0,0.403846154,0,0,0.019230769,0,0.346153846,0,0.019230769,0.192307692,21
1651,0,0.02,0,0.2,0,0.18,0,0.1,0.3,0,0.02,0.18,4
1652,0,0.02,0,0.42,0,0,0.02,0,0.34,0,0.02,0.18,21
1653,0,0.02,0.22,0,0.06,0,0.24,0,0.06,0.36,0,0.04,10
1654,0,0.020408163,0,0.387755102,0,0,0,0,0.387755102,0,0,0.204081633,21
1655,0,0.020408163,0,0.408163265,0,0,0.020408163,0,0.346938776,0,0.020408163,0.183673469,21
1656,0,0.020618557,0.237113402,0,0.020618557,0,0.309278351,0,0.154639175,0.041237113,0,0.216494845,19
1657,0,0.020833333,0,0.208333333,0,0.166666667,0,0.083333333,0.333333333,0,0.020833333,0.166666667,4
1658,0,0.020833333,0,0.25,0,0,0.25,0,0.0625,0,0.083333333,0.333333333,24
1659,0,0.020833333,0.166666667,0,0,0,0.395833333,0,0,0.416666667,0,0,3
1660,0,0.021276596,0,0.382978723,0,0,0,0,0.382978723,0,0,0.212765957,21
1661,0,0.021276596,0.085106383,0,0.021276596,0,0.255319149,0,0,0.021276596,0,0.595744681,24
1662,0,0.021276596,0.553191489,0,0,0,0,0.29787234,0,0.042553191,0,0.085106383,3
1663,0,0.02173913,0,0.195652174,0,0.195652174,0,0.086956522,0.260869565,0,0.043478261,0.195652174,4
1664,0,0.02173913,0,0.695652174,0,0,0.02173913,0.195652174,0.065217391,0,0,0,16
1665,0,0.02173913,0.195652174,0,0,0,0.152173913,0,0,0,0,0.630434783,3
1666,0,0.022222222,0,0.266666667,0,0,0.066666667,0,0.355555556,0,0.066666667,0.222222222,21
1667,0,0.022222222,0,0.333333333,0,0.111111111,0.111111111,0,0.377777778,0,0.044444444,0,16
1668,0,0.022222222,0,0.4,0,0,0,0,0.377777778,0,0,0.2,21
1669,0,0.022727273,0,0.386363636,0,0,0,0,0.386363636,0,0,0.204545455,21
1670,0,0.022727273,0,0.704545455,0,0,0.022727273,0.204545455,0.045454545,0,0,0,16
1671,0,0.022727273,0.090909091,0,0.363636364,0,0,0.090909091,0.113636364,0.090909091,0,0.227272727,5
1672,0,0.023255814,0,0.23255814,0,0,0.023255814,0,0.372093023,0,0.093023256,0.255813953,21
1673,0,0.023529412,0.258823529,0,0.023529412,0,0.341176471,0,0.152941176,0,0,0.2,19
1674,0,0.024390244,0,0,0.024390244,0,0.317073171,0,0.390243902,0.146341463,0,0.097560976,19
1675,0,0.024390244,0,0,0.585365854,0,0.048780488,0,0,0,0,0.341463415,17
1676,0,0.024390244,0,0,0.609756098,0,0.024390244,0,0.024390244,0,0,0.317073171,17
1677,0,0.024390244,0,0.341463415,0,0.073170732,0.317073171,0,0.097560976,0,0.146341463,0,16
1678,0,0.024390244,0,0.365853659,0,0.073170732,0.317073171,0,0.073170732,0,0.146341463,0,16
1679,0,0.025,0,0,0.025,0,0.35,0,0.4,0.125,0,0.075,19
1680,0,0.025,0,0.2,0,0,0.05,0.025,0.4,0,0.125,0.175,21
1681,0,0.025,0,0.2,0,0,0.3,0,0.075,0,0.1,0.3,24
1682,0,0.025,0,0.35,0,0.075,0.325,0,0.075,0,0.15,0,16
1683,0,0.025,0.05,0,0.075,0,0.125,0.075,0,0.625,0,0.025,3
1684,0,0.025,0.2,0,0.05,0,0.25,0,0,0.025,0,0.45,24
1685,0,0.025641026,0,0,0.615384615,0,0.025641026,0,0.025641026,0,0,0.307692308,17
1686,0,0.025641026,0,0,0.641025641,0,0,0.025641026,0,0,0,0.307692308,17
1687,0,0.025641026,0,0,0.641025641,0,0,0.025641026,0,0.102564103,0,0.205128205,17
1688,0,0.025641026,0,0.205128205,0,0,0.051282051,0,0.435897436,0,0.102564103,0.179487179,21
1689,0,0.025641026,0,0.384615385,0,0.128205128,0.051282051,0,0,0,0.051282051,0.358974359,16
1690,0,0.026315789,0,0.210526316,0,0.105263158,0.052631579,0,0.421052632,0,0,0.184210526,7
1691,0,0.026315789,0,0.289473684,0.052631579,0,0.210526316,0,0,0.026315789,0,0.394736842,24
1692,0,0.026315789,0.486842105,0,0.026315789,0.118421053,0,0,0,0.342105263,0,0,15
1693,0,0.027027027,0,0,0.513513514,0,0,0,0.243243243,0,0,0.216216216,10
1694,0,0.027027027,0,0,0.648648649,0,0,0,0,0,0,0.324324324,17
1695,0,0.027027027,0,0.27027027,0,0,0.081081081,0,0.378378378,0,0.054054054,0.189189189,21
1696,0,0.027027027,0,0.324324324,0,0.081081081,0.108108108,0,0.459459459,0,0,0,16
1697,0,0.027027027,0.324324324,0,0,0,0.297297297,0,0,0,0,0.351351351,24
1698,0,0.02739726,0.493150685,0,0.02739726,0.109589041,0,0,0,0.342465753,0,0,15
1699,0,0.027777778,0,0,0.027777778,0,0.361111111,0,0.388888889,0.111111111,0,0.083333333,19
1700,0,0.027777778,0,0.333333333,0,0.083333333,0.111111111,0,0.444444444,0,0,0,16
1701,0,0.027777778,0.027777778,0.027777778,0.388888889,0,0.083333333,0.222222222,0,0,0,0.222222222,17
1702,0,0.027777778,0.361111111,0,0.111111111,0,0.111111111,0.111111111,0,0.277777778,0,0,3
1703,0,0.028571429,0,0.171428571,0.142857143,0,0,0,0.371428571,0,0.171428571,0.114285714,12
1704,0,0.028571429,0,0.2,0,0,0,0.085714286,0.4,0,0.257142857,0.028571429,21
1705,0,0.028571429,0,0.257142857,0,0,0.2,0,0.057142857,0.028571429,0.085714286,0.342857143,24
1706,0,0.028571429,0,0.371428571,0,0,0.285714286,0,0.057142857,0,0.114285714,0.142857143,7
1707,0,0.028571429,0.028571429,0.085714286,0.457142857,0.028571429,0.114285714,0,0.085714286,0,0,0.171428571,2
1708,0,0.028571429,0.085714286,0,0.057142857,0,0.457142857,0.057142857,0,0.314285714,0,0,3
1709,0,0.028571429,0.142857143,0,0.357142857,0,0.014285714,0,0.157142857,0.028571429,0,0.271428571,5
1710,0,0.028571429,0.214285714,0.028571429,0.028571429,0,0.257142857,0.157142857,0.057142857,0.2,0,0.028571429,17
1711,0,0.028571429,0.257142857,0,0.257142857,0,0.114285714,0,0.028571429,0.314285714,0,0,10
1712,0,0.029411765,0,0,0.352941176,0,0.382352941,0,0.029411765,0.117647059,0,0.088235294,19
1713,0,0.029411765,0,0.147058824,0,0,0,0.264705882,0.176470588,0,0.294117647,0.088235294,21
1714,0,0.029411765,0,0.411764706,0,0,0.029411765,0,0.294117647,0,0.029411765,0.205882353,21
1715,0,0.029411765,0,0.411764706,0,0,0.029411765,0,0.294117647,0,0.058823529,0.176470588,21
1716,0,0.029411765,0,0.441176471,0,0,0.058823529,0,0.264705882,0,0.058823529,0.147058824,21
1717,0,0.029411765,0,0.647058824,0,0,0.235294118,0.088235294,0,0,0,0,16
1718,0,0.029411765,0.029411765,0.088235294,0.470588235,0,0.176470588,0,0.058823529,0,0,0.147058824,2
1719,0,0.029411765,0.323529412,0,0.058823529,0,0.058823529,0.323529412,0,0,0,0.205882353,24
1720,0,0.029411765,0.411764706,0,0.176470588,0.117647059,0,0.117647059,0,0.088235294,0.058823529,0,15
1721,0,0.03030303,0,0,0.393939394,0,0.03030303,0,0.378787879,0.015151515,0,0.151515152,10
1722,0,0.03030303,0,0,0.606060606,0,0.060606061,0,0,0,0,0.303030303,17
1723,0,0.03030303,0,0.424242424,0,0,0.03030303,0,0.303030303,0,0.03030303,0.181818182,21
1724,0,0.03030303,0.03030303,0,0.545454545,0,0.060606061,0.060606061,0,0,0,0.272727273,17
1725,0,0.03030303,0.03030303,0.090909091,0.484848485,0,0.03030303,0,0.242424242,0,0.060606061,0.03030303,16
1726,0,0.03030303,0.03030303,0.090909091,0.484848485,0,0.060606061,0,0.181818182,0,0.121212121,0,16
1727,0,0.03030303,0.212121212,0,0.090909091,0,0.151515152,0,0.121212121,0.363636364,0,0.03030303,19
1728,0,0.03125,0,0,0.5,0,0.0625,0,0.1875,0,0,0.21875,5
1729,0,0.03125,0,0.125,0,0,0,0,0.5,0,0.09375,0.25,21
1730,0,0.03125,0,0.25,0,0,0.0625,0,0.40625,0,0.0625,0.1875,21
1731,0,0.03125,0,0.28125,0,0.03125,0.28125,0,0.09375,0,0.125,0.15625,7
1732,0,0.03125,0,0.40625,0,0,0.0625,0,0.28125,0,0.0625,0.15625,21
1733,0,0.03125,0.03125,0.0625,0.5,0.03125,0.125,0,0.09375,0,0,0.125,2
1734,0,0.03125,0.0625,0,0.09375,0,0.71875,0,0,0.03125,0,0.0625,19
1735,0,0.03125,0.0625,0,0.3125,0,0,0,0.34375,0,0,0.25,19
1736,0,0.03125,0.0625,0,0.46875,0,0.03125,0.09375,0,0.0625,0,0.25,17
1737,0,0.03125,0.09375,0,0,0,0.28125,0,0,0,0,0.59375,24
1738,0,0.03125,0.25,0,0,0,0.1875,0.25,0,0,0,0.28125,24
1739,0,0.03125,0.28125,0,0,0,0.21875,0,0,0,0,0.46875,24
1740,0,0.03125,0.28125,0,0,0.03125,0.21875,0,0,0,0,0.4375,24
1741,0,0.032258065,0,0.096774194,0.290322581,0,0.064516129,0,0,0.290322581,0.064516129,0.161290323,19
1742,0,0.032258065,0,0.419354839,0,0,0.032258065,0,0.290322581,0,0.032258065,0.193548387,21
1743,0,0.032258065,0,0.516129032,0,0,0.193548387,0,0.064516129,0,0.161290323,0.032258065,21
1744,0,0.032258065,0.032258065,0.129032258,0.516129032,0,0,0,0.161290323,0,0.129032258,0,16
1745,0,0.032258065,0.064516129,0,0.064516129,0,0.451612903,0,0,0.387096774,0,0,3
1746,0,0.032258065,0.064516129,0,0.419354839,0,0.096774194,0,0.225806452,0,0,0.161290323,7
1747,0,0.033333333,0,0,0.433333333,0,0,0.233333333,0,0.133333333,0,0.166666667,17
1748,0,0.033333333,0,0.166666667,0,0,0,0,0.533333333,0,0.066666667,0.2,21
1749,0,0.033333333,0,0.2,0,0,0.366666667,0,0.066666667,0,0.033333333,0.3,7
1750,0,0.033333333,0,0.233333333,0,0,0,0.1,0.366666667,0,0.233333333,0.033333333,21
1751,0,0.033333333,0,0.466666667,0,0,0.2,0.1,0.033333333,0,0.166666667,0,16
1752,0,0.033333333,0,0.5,0,0,0.2,0,0.1,0,0.133333333,0.033333333,21
1753,0,0.033333333,0,0.7,0,0,0.066666667,0,0.066666667,0,0.133333333,0,16
1754,0,0.033333333,0.033333333,0.066666667,0.533333333,0,0.133333333,0,0.033333333,0,0,0.166666667,2
1755,0,0.033333333,0.033333333,0.1,0.533333333,0.033333333,0,0,0.166666667,0,0.066666667,0.033333333,2
1756,0,0.033333333,0.1,0,0,0,0.066666667,0,0,0.033333333,0,0.766666667,19
1757,0,0.033898305,0.203389831,0,0.050847458,0,0.237288136,0.288135593,0,0.101694915,0,0.084745763,19
1758,0,0.033898305,0.322033898,0,0.254237288,0,0,0.016949153,0,0.355932203,0,0.016949153,15
1759,0,0.034482759,0,0,0.620689655,0,0,0,0.206896552,0,0,0.137931034,12
1760,0,0.034482759,0,0.034482759,0.310344828,0,0.068965517,0,0.206896552,0.034482759,0,0.310344828,5
1761,0,0.034482759,0,0.155172414,0.155172414,0,0.25862069,0,0,0,0,0.396551724,14
1762,0,0.034482759,0,0.206896552,0,0,0.344827586,0,0.034482759,0,0.344827586,0.034482759,12
1763,0,0.034482759,0,0.24137931,0,0,0.413793103,0,0,0.068965517,0,0.24137931,7
1764,0,0.034482759,0,0.379310345,0,0,0,0,0.344827586,0,0,0.24137931,21
1765,0,0.034482759,0,0.413793103,0.068965517,0,0.206896552,0,0.068965517,0,0.206896552,0,21
1766,0,0.034482759,0,0.413793103,0.103448276,0,0.206896552,0,0.068965517,0,0.172413793,0,21
1767,0,0.034482759,0,0.448275862,0,0,0,0,0.310344828,0,0,0.206896552,21
1768,0,0.034482759,0.034482759,0.068965517,0.551724138,0.068965517,0.068965517,0,0,0,0,0.172413793,2
1769,0,0.034482759,0.344827586,0,0,0,0.206896552,0.103448276,0,0,0,0.310344828,24
1770,0,0.034482759,0.344827586,0,0,0,0.275862069,0.068965517,0,0.24137931,0,0.034482759,24
1771,0,0.034482759,0.551724138,0,0.017241379,0,0.155172414,0.017241379,0,0.189655172,0,0.034482759,3
1772,0,0.035087719,0,0.122807018,0,0,0.280701754,0,0.087719298,0,0,0.473684211,12
1773,0,0.035087719,0,0.421052632,0,0,0.035087719,0,0.280701754,0,0.052631579,0.175438596,21
1774,0,0.035087719,0.192982456,0,0.052631579,0,0.245614035,0.298245614,0,0.087719298,0,0.087719298,19
1775,0,0.035714286,0,0.035714286,0.428571429,0,0,0,0,0.464285714,0,0.035714286,5
1776,0,0.035714286,0,0.142857143,0,0,0,0,0.5,0,0.071428571,0.25,21
1777,0,0.035714286,0,0.321428571,0,0.035714286,0.035714286,0,0.392857143,0,0.178571429,0,16
1778,0,0.035714286,0,0.428571429,0,0,0.035714286,0,0,0,0,0.5,16
1779,0,0.035714286,0,0.642857143,0,0,0.321428571,0,0,0,0,0,16
1780,0,0.035714286,0,0.857142857,0,0,0.035714286,0,0.035714286,0,0.035714286,0,16
1781,0,0.035714286,0.035714286,0,0.071428571,0,0,0,0,0.857142857,0,0,19
1782,0,0.035714286,0.035714286,0,0.464285714,0,0,0,0.178571429,0,0,0.285714286,24
1783,0,0.035714286,0.035714286,0,0.571428571,0.035714286,0.285714286,0,0,0,0.035714286,0,2
1784,0,0.035714286,0.035714286,0.035714286,0.571428571,0.035714286,0.107142857,0,0,0,0,0.178571429,2
1785,0,0.035714286,0.035714286,0.071428571,0.571428571,0,0.035714286,0,0.035714286,0,0,0.214285714,2
1786,0,0.035714286,0.035714286,0.107142857,0.571428571,0,0.035714286,0,0.178571429,0,0.035714286,0,16
1787,0,0.035714286,0.035714286,0.107142857,0.571428571,0.035714286,0.035714286,0,0.142857143,0.035714286,0,0,16
1788,0,0.035714286,0.107142857,0,0,0,0.071428571,0,0,0,0,0.785714286,19
1789,0,0.035714286,0.196428571,0,0.142857143,0,0.142857143,0.142857143,0,0.339285714,0,0,3
1790,0,0.035714286,0.285714286,0,0.035714286,0,0.142857143,0,0,0.035714286,0,0.464285714,24
1791,0,0.036363636,0,0.163636364,0.218181818,0,0.109090909,0,0.109090909,0.018181818,0,0.345454545,14
1792,0,0.036363636,0.327272727,0,0.254545455,0,0,0.018181818,0,0.345454545,0,0.018181818,15
1793,0,0.037037037,0,0,0.481481481,0,0.074074074,0,0.185185185,0,0,0.222222222,5
1794,0,0.037037037,0,0.037037037,0.037037037,0,0.407407407,0,0,0,0,0.481481481,5
1795,0,0.037037037,0,0.259259259,0.018518519,0,0.185185185,0,0.055555556,0,0,0.444444444,12
1796,0,0.037037037,0,0.333333333,0,0,0.037037037,0,0.37037037,0,0.148148148,0.074074074,16
1797,0,0.037037037,0,0.333333333,0,0,0.037037037,0,0.481481481,0,0.074074074,0.037037037,16
1798,0,0.037037037,0,0.37037037,0,0,0,0,0.37037037,0,0,0.222222222,21
1799,0,0.037037037,0,0.425925926,0,0,0.018518519,0,0.296296296,0,0.037037037,0.185185185,21
1800,0,0.037037037,0,0.851851852,0,0,0.037037037,0.074074074,0,0,0,0,16
1801,0,0.037037037,0.037037037,0,0.37037037,0,0.037037037,0,0.222222222,0.037037037,0,0.259259259,7
1802,0,0.037037037,0.037037037,0,0.518518519,0,0.074074074,0.074074074,0,0,0,0.259259259,17
1803,0,0.037037037,0.037037037,0,0.592592593,0,0.074074074,0,0,0,0.037037037,0.222222222,16
1804,0,0.037037037,0.037037037,0,0.592592593,0.037037037,0.259259259,0,0,0,0.037037037,0,2
1805,0,0.037037037,0.037037037,0.074074074,0.592592593,0.037037037,0.074074074,0,0,0,0,0.148148148,2
1806,0,0.037037037,0.074074074,0,0.444444444,0,0.074074074,0.148148148,0,0.074074074,0,0.148148148,17
1807,0,0.037037037,0.148148148,0,0.074074074,0,0.37037037,0,0,0.111111111,0,0.259259259,24
1808,0,0.037037037,0.37037037,0,0.148148148,0.111111111,0,0.148148148,0,0.111111111,0.074074074,0,15
1809,0,0.037735849,0,0.245283019,0,0,0.245283019,0,0.056603774,0.018867925,0.075471698,0.320754717,24
1810,0,0.037735849,0,0.264150943,0.018867925,0,0.188679245,0,0.037735849,0,0,0.452830189,12
1811,0,0.037974684,0.46835443,0,0.063291139,0.101265823,0,0,0,0.329113924,0,0,15
1812,0,0.038461538,0,0,0.461538462,0,0,0,0,0.5,0,0,5
1813,0,0.038461538,0,0,0.5,0,0,0,0,0.461538462,0,0,5
1814,0,0.038461538,0,0.153846154,0.038461538,0,0.423076923,0,0,0.192307692,0,0.153846154,7
1815,0,0.038461538,0,0.230769231,0,0,0.038461538,0,0.384615385,0,0.038461538,0.269230769,21
1816,0,0.038461538,0,0.269230769,0,0,0,0.461538462,0,0,0.230769231,0,9
1817,0,0.038461538,0,0.307692308,0,0.038461538,0.115384615,0,0.076923077,0,0.230769231,0.192307692,7
1818,0,0.038461538,0,0.346153846,0,0,0,0,0.384615385,0,0,0.230769231,21
1819,0,0.038461538,0,0.346153846,0,0,0.038461538,0,0.538461538,0,0,0.038461538,16
1820,0,0.038461538,0,0.730769231,0,0,0,0,0.076923077,0,0.153846154,0,16
1821,0,0.038461538,0.038461538,0.115384615,0.615384615,0,0,0,0.153846154,0,0.038461538,0,16
1822,0,0.038461538,0.076923077,0,0.461538462,0,0.038461538,0,0.192307692,0,0,0.192307692,7
1823,0,0.038461538,0.307692308,0,0.038461538,0,0.192307692,0,0,0,0,0.423076923,24
1824,0,0.038461538,0.307692308,0,0.038461538,0,0.346153846,0.038461538,0,0.192307692,0,0.038461538,24
1825,0,0.038961039,0.480519481,0,0.038961039,0.103896104,0,0,0,0.337662338,0,0,15
1826,0,0.039473684,0.473684211,0,0.039473684,0.105263158,0,0,0,0.342105263,0,0,15
1827,0,0.04,0,0,0.44,0,0.04,0,0.2,0,0,0.28,21
1828,0,0.04,0,0.08,0,0,0.44,0,0,0,0,0.44,5
1829,0,0.04,0,0.24,0,0,0.08,0,0.36,0,0.04,0.24,21
1830,0,0.04,0,0.24,0,0.12,0.08,0,0.44,0,0.08,0,16
1831,0,0.04,0,0.26,0,0,0.24,0,0.04,0.02,0.06,0.34,24
1832,0,0.04,0,0.26,0,0,0.24,0,0.06,0,0.08,0.32,24
1833,0,0.04,0,0.32,0,0,0,0,0.36,0,0,0.28,21
1834,0,0.04,0,0.36,0,0,0,0,0.36,0,0,0.24,21
1835,0,0.04,0,0.36,0,0,0.04,0,0,0,0,0.56,16
1836,0,0.04,0.04,0,0.64,0,0.2,0,0.04,0,0.04,0,2
1837,0,0.04,0.28,0,0.04,0,0.28,0,0.04,0.16,0.04,0.12,10
1838,0,0.040816327,0.346938776,0,0,0,0.020408163,0.326530612,0,0.081632653,0,0.183673469,24
1839,0,0.041237113,0.237113402,0,0.020618557,0,0.309278351,0,0.154639175,0.020618557,0,0.216494845,19
1840,0,0.041666667,0,0,0.333333333,0,0.041666667,0,0.208333333,0,0,0.375,5
1841,0,0.041666667,0,0.208333333,0,0,0,0.083333333,0.25,0,0.25,0.166666667,21
1842,0,0.041666667,0,0.291666667,0,0,0,0,0.333333333,0,0.041666667,0.291666667,21
1843,0,0.041666667,0,0.333333333,0,0,0,0,0.333333333,0,0.041666667,0.25,21
1844,0,0.041666667,0,0.666666667,0,0,0.020833333,0.1875,0.083333333,0,0,0,16
1845,0,0.041666667,0,0.833333333,0,0,0.041666667,0,0.083333333,0,0,0,16
1846,0,0.041666667,0.166666667,0,0,0,0.333333333,0,0,0.25,0,0.208333333,19
1847,0,0.041666667,0.166666667,0,0.041666667,0,0.291666667,0,0,0,0.041666667,0.416666667,10
1848,0,0.041666667,0.166666667,0.083333333,0.125,0,0.166666667,0.041666667,0,0.333333333,0,0.041666667,3
1849,0,0.041666667,0.208333333,0,0.166666667,0,0.208333333,0.166666667,0,0.083333333,0,0.125,8
1850,0,0.041666667,0.333333333,0,0.083333333,0,0.25,0.083333333,0,0.166666667,0,0.041666667,3
1851,0,0.042553191,0,0.276595745,0,0.042553191,0.340425532,0,0.042553191,0,0.255319149,0,16
1852,0,0.043478261,0,0,0.304347826,0,0,0,0.391304348,0,0,0.260869565,12
1853,0,0.043478261,0,0,0.434782609,0,0.043478261,0,0.217391304,0,0,0.260869565,21
1854,0,0.043478261,0,0,0.52173913,0,0.043478261,0,0.173913043,0,0,0.217391304,5
1855,0,0.043478261,0,0.195652174,0,0,0.260869565,0,0.065217391,0.02173913,0.086956522,0.326086957,24
1856,0,0.043478261,0,0.391304348,0,0,0,0,0.347826087,0,0,0.217391304,21
1857,0,0.043478261,0,0.695652174,0,0,0,0.195652174,0.065217391,0,0,0,16
1858,0,0.043478261,0.043478261,0,0.434782609,0,0,0,0.173913043,0,0,0.304347826,24
1859,0,0.043478261,0.086956522,0,0.391304348,0,0.086956522,0,0.043478261,0.043478261,0,0.304347826,17
1860,0,0.044117647,0.308823529,0,0.044117647,0,0.323529412,0,0.014705882,0.235294118,0,0.029411765,10
1861,0,0.044444444,0,0.288888889,0,0.022222222,0.355555556,0,0.022222222,0,0.266666667,0,16
1862,0,0.044444444,0,0.333333333,0,0.177777778,0.088888889,0,0.311111111,0,0.044444444,0,16
1863,0,0.044444444,0.133333333,0,0,0,0.177777778,0,0,0,0,0.644444444,3
1864,0,0.044444444,0.266666667,0,0.088888889,0,0.155555556,0.044444444,0,0.266666667,0,0.133333333,10
1865,0,0.045454545,0,0.045454545,0,0.090909091,0,0.090909091,0.363636364,0,0.363636364,0,13
1866,0,0.045454545,0,0.090909091,0.045454545,0,0.363636364,0,0.045454545,0.045454545,0,0.363636364,5
1867,0,0.045454545,0,0.159090909,0,0,0.113636364,0,0,0,0,0.681818182,12
1868,0,0.045454545,0,0.25,0,0,0.045454545,0,0.340909091,0,0.068181818,0.25,21
1869,0,0.045454545,0,0.272727273,0,0,0.045454545,0,0.636363636,0,0,0,16
1870,0,0.045454545,0,0.295454545,0,0.045454545,0.340909091,0,0.022727273,0,0.25,0,16
1871,0,0.045454545,0,0.318181818,0,0.022727273,0.340909091,0,0.022727273,0,0.25,0,16
1872,0,0.045454545,0,0.318181818,0.227272727,0,0.045454545,0,0.045454545,0.090909091,0.045454545,0.181818182,5
1873,0,0.045454545,0,0.454545455,0,0,0.045454545,0,0.272727273,0,0,0.181818182,21
1874,0,0.045454545,0.045454545,0,0.409090909,0,0.045454545,0.045454545,0,0,0,0.409090909,17
1875,0,0.045454545,0.090909091,0,0.136363636,0,0.363636364,0,0.090909091,0.272727273,0,0,14
1876,0,0.045454545,0.106060606,0,0.121212121,0,0.075757576,0,0.227272727,0.287878788,0,0.136363636,14
1877,0,0.045454545,0.181818182,0,0,0,0.181818182,0.363636364,0,0,0,0.227272727,24
1878,0,0.045454545,0.181818182,0,0.159090909,0,0.090909091,0.159090909,0,0.340909091,0,0.022727273,3
1879,0,0.045454545,0.227272727,0,0.045454545,0,0.272727273,0,0,0,0,0.409090909,24
1880,0,0.045454545,0.227272727,0,0.045454545,0,0.272727273,0,0,0.181818182,0,0.227272727,19
1881,0,0.045454545,0.227272727,0,0.090909091,0,0.227272727,0,0,0.136363636,0,0.272727273,19
1882,0,0.045454545,0.465909091,0,0.068181818,0.125,0,0,0,0.295454545,0,0,15
1883,0,0.045977011,0.034482759,0,0.390804598,0.275862069,0,0.08045977,0,0.172413793,0,0,15
1884,0,0.046511628,0.162790698,0,0.348837209,0,0.046511628,0.209302326,0,0.069767442,0,0.11627907,17
1885,0,0.047619048,0,0,0.333333333,0,0,0,0.19047619,0,0,0.428571429,5
1886,0,0.047619048,0,0,0.333333333,0,0,0,0.19047619,0.142857143,0,0.285714286,19
1887,0,0.047619048,0,0,0.333333333,0,0,0.285714286,0,0.19047619,0,0.142857143,17
1888,0,0.047619048,0,0,0.380952381,0,0,0,0,0.428571429,0,0.142857143,5
1889,0,0.047619048,0,0,0.380952381,0,0,0.285714286,0,0.142857143,0,0.142857143,17
1890,0,0.047619048,0,0.047619048,0.476190476,0,0,0,0,0.428571429,0,0,5
1891,0,0.047619048,0,0.166666667,0,0,0.119047619,0,0,0,0,0.666666667,12
1892,0,0.047619048,0,0.19047619,0,0,0.19047619,0,0.095238095,0,0,0.476190476,12
1893,0,0.047619048,0,0.214285714,0.023809524,0,0.285714286,0,0.071428571,0,0.047619048,0.30952381,24
1894,0,0.047619048,0,0.238095238,0,0,0,0.285714286,0.095238095,0,0.333333333,0,21
1895,0,0.047619048,0,0.333333333,0,0.071428571,0.30952381,0,0.071428571,0,0.166666667,0,16
1896,0,0.047619048,0,0.380952381,0,0,0,0,0.333333333,0,0,0.238095238,21
1897,0,0.047619048,0.023809524,0.119047619,0.380952381,0,0.214285714,0,0.047619048,0,0,0.166666667,2
1898,0,0.047619048,0.142857143,0,0.047619048,0,0.285714286,0,0,0.238095238,0,0.238095238,19
1899,0,0.048780488,0,0.195121951,0.195121951,0,0.097560976,0,0.219512195,0.048780488,0,0.195121951,14
1900,0,0.048780488,0,0.268292683,0,0.170731707,0.073170732,0.048780488,0.341463415,0,0.048780488,0,16
1901,0,0.048780488,0,0.317073171,0,0.024390244,0.341463415,0,0.024390244,0,0.243902439,0,16
1902,0,0.048780488,0,0.341463415,0,0.073170732,0.292682927,0,0.097560976,0,0.146341463,0,16
1903,0,0.048780488,0,0.341463415,0,0.073170732,0.317073171,0,0.073170732,0,0.146341463,0,16
1904,0,0.048780488,0,0.365853659,0,0.073170732,0.292682927,0,0.073170732,0,0.146341463,0,16
1905,0,0.05,0,0,0.05,0,0.35,0,0.1,0.35,0,0.1,10
1906,0,0.05,0,0,0.4,0,0,0,0.2,0.15,0,0.2,19
1907,0,0.05,0,0,0.5,0,0,0,0,0.45,0,0,5
1908,0,0.05,0,0,0.5,0,0,0,0.25,0,0,0.2,10
1909,0,0.05,0,0.15,0,0,0,0,0.4,0,0.15,0.25,21
